196|881250949|242|3
186|891717742|302|3
22|878887116|377|1
244|880606923|51|2
166|886397596|346|1
298|884182806|474|4
115|881171488|265|2
253|891628467|465|5
305|886324817|451|3
6|883603013|86|3
62|879372434|257|2
286|879781125|1014|5
200|876042340|222|5
210|891035994|40|3
224|888104457|29|3
303|879485318|785|3
122|879270459|387|5
194|879539794|274|2
291|874834944|1042|4
234|892079237|1184|2
119|886176814|392|4
167|892738452|486|4
299|877881320|144|4
291|874833878|118|2
308|887736532|1|4
95|879196566|546|2
38|892430094|95|5
102|883748450|768|2
63|875747401|277|4
160|876861185|234|5
50|877052329|246|3
301|882075827|98|4
225|879539727|193|4
290|880731963|88|4
97|884238860|194|3
157|886890835|274|4
181|878962623|1081|1
278|891295330|603|5
276|874791932|796|1
7|891350932|32|4
10|877888877|16|4
284|885329322|304|4
201|884114233|979|2
276|874791805|564|3
287|875333916|327|5
246|884921594|201|5
242|879741196|1137|5
249|879641194|241|5
99|886519097|4|5
178|882823437|332|3
251|886271884|100|4
81|876535131|432|2
260|890618898|322|4
25|885853415|181|5
59|888205088|196|5
72|880037164|679|2
87|879877127|384|4
290|880474293|143|5
42|881107687|423|5
292|881103977|515|4
115|881171009|20|3
20|879667584|288|1
201|884112673|219|4
13|882141053|526|3
246|884920949|919|4
138|879024232|26|5
167|892738341|232|1
60|883326620|427|5
57|883698581|304|5
223|891550094|274|4
189|893277702|512|4
243|879987440|15|3
92|890251826|1049|1
246|884923047|416|3
194|879546723|165|4
241|887249482|690|2
178|882823954|248|4
254|886475558|1444|3
293|888906576|5|3
127|884364867|229|5
225|879539643|237|5
299|878192429|229|3
225|879540748|480|5
276|874791025|54|3
291|874835091|144|5
222|878183381|366|4
267|878971773|518|5
42|881108684|403|3
11|891903862|111|4
95|888954412|625|4
8|879361873|338|4
162|877635573|25|4
87|879876194|1016|4
279|875296291|154|5
145|885557505|275|2
119|874781198|1153|5
62|879373848|498|4
62|879375537|382|3
28|881961214|209|4
135|879857765|23|4
32|883709863|294|3
90|891383835|382|5
286|877531942|208|4
293|888905170|685|3
216|880234639|144|4
166|886397722|328|5
250|878090499|496|4
271|885848672|132|5
160|876860807|174|5
265|875320714|118|4
198|884207492|498|3
42|881107178|96|5
168|884288058|151|5
110|886987260|307|4
58|884304936|144|4
90|891384754|648|4
271|885844430|346|4
62|879373460|21|3
279|881375854|832|3
237|879376641|514|4
94|891720887|789|4
128|879966895|485|3
298|884182806|317|4
44|878347874|195|5
264|886122352|200|5
194|879524643|385|2
72|880037702|195|5
222|883815120|750|5
250|878089182|264|3
41|890687042|265|3
224|888082216|245|3
82|878769629|135|3
262|879791710|1147|4
293|888904884|471|3
216|880245029|658|3
250|878092059|140|3
59|888205300|23|5
286|877533771|379|5
244|880605185|815|4
7|891352010|479|4
174|886434402|368|1
87|879876734|274|4
194|879551380|1211|2
82|884714402|1134|2
13|882139746|836|2
13|884538403|272|4
244|880605157|756|2
305|886323090|427|5
95|888954930|787|2
43|883955745|14|2
299|889502823|955|4
57|883698454|419|3
84|883452363|405|3
269|891449922|504|4
299|877878184|111|3
194|879525876|466|4
160|876860807|135|4
99|885678247|268|3
10|877886846|486|4
259|874724988|117|4
85|879456350|427|3
303|879467295|919|4
213|878870987|273|5
121|891387947|514|3
90|891383204|98|5
49|888067405|559|2
42|881108425|794|3
155|879371261|323|2
68|876973939|117|4
172|875537965|177|4
19|885412840|4|4
268|875744136|231|4
5|875636053|2|3
305|886324028|117|2
44|883612356|294|4
43|875975656|137|4
279|875298353|1336|1
80|887401701|466|5
254|886472768|164|4
298|884183336|281|3
279|892174404|1240|1
66|883601324|298|4
18|880130193|443|3
268|875542174|1035|2
99|885680138|79|4
13|881515011|98|4
26|891347949|258|3
7|891353086|455|4
222|878183481|755|4
200|884128554|673|5
119|876923913|328|4
213|878955442|172|5
276|874786392|322|3
94|891723086|1217|3
130|875801662|379|4
38|892428688|328|4
160|876857977|719|3
293|888906966|1267|3
26|891385985|930|2
130|875216545|216|4
92|886443455|1079|3
256|882164999|452|4
1|878542420|61|4
72|880036718|48|4
56|892910207|755|3
13|882140926|360|4
15|879455957|405|2
92|875654637|77|3
207|884386343|476|2
292|881105481|174|5
232|888549622|483|5
251|886272175|748|2
224|888104153|26|3
181|878962392|220|4
259|874724710|255|4
305|886323648|471|4
52|882922806|280|3
161|891170769|202|5
148|877399018|408|5
125|892838559|235|2
97|884238860|228|5
58|884304936|1098|4
83|887665548|234|4
90|891383319|347|4
272|879455113|178|5
194|879521396|181|3
125|879454628|478|4
110|886987605|688|1
299|877877775|14|4
151|879524921|10|5
269|891446165|127|4
6|883599249|14|5
54|880937882|106|3
303|879467542|69|5
16|877727122|944|1
301|882078621|790|4
276|874793035|1091|3
305|886323068|214|2
194|879541148|1028|2
91|891438397|323|2
87|879875940|554|4
294|877819599|109|4
286|877531791|171|4
200|884128458|318|5
229|891632142|328|1
178|882826555|568|4
303|879484804|842|2
62|879374686|65|4
207|876018608|591|3
92|875653271|172|4
301|882078040|401|4
36|882157581|339|5
70|884150257|746|3
63|875747190|242|3
28|881961671|201|3
279|875307407|68|4
250|878089716|7|4
14|890881335|98|3
299|889502324|1018|3
194|879525876|54|3
303|879485532|815|3
119|874775038|237|5
295|879966498|218|5
268|875742942|930|2
268|875744173|2|2
66|883601089|258|4
233|879394264|202|5
83|880308578|623|4
214|891542540|334|3
192|881368243|476|2
100|891374868|344|4
268|875744501|145|1
301|882076587|56|4
307|879283786|89|5
234|892334609|141|3
83|880308755|576|4
181|878961624|264|2
297|875240090|133|4
38|892430369|153|5
7|891352093|382|4
264|886122952|813|4
181|878961814|872|1
201|884140579|146|1
85|879456199|507|4
269|891450023|367|3
59|888205855|468|3
286|889651549|143|4
193|889124507|96|1
113|875936424|595|5
292|881104093|11|5
130|876250718|1014|3
275|875155140|98|4
189|893265380|520|5
219|889452455|82|1
218|877488546|209|5
123|879873020|427|3
119|874775311|222|5
158|880134407|177|4
222|877563802|118|4
302|879436875|322|2
279|875308843|501|3
301|882076403|79|5
181|878963441|3|2
201|884140115|695|1
13|881515193|198|3
1|888732928|189|3
145|875270570|237|5
23|874786462|385|4
201|884114505|767|4
296|884197193|705|5
42|881105817|546|3
33|891964230|872|3
301|882078830|554|3
16|877720297|64|5
95|879197562|135|3
154|879138713|357|4
77|884733766|484|5
296|884196584|508|5
302|879436785|303|2
244|880606667|673|3
222|878183616|77|4
13|882140588|215|5
16|877722736|705|5
270|876956264|452|4
145|875270655|15|2
187|879465631|64|5
200|876041644|304|5
170|887646170|749|5
101|877136138|829|3
184|889909840|218|3
128|879967478|204|4
181|878961781|1295|1
184|889911285|153|3
1|878542699|33|4
1|875072547|160|4
184|889906967|321|5
54|880937813|595|3
94|891725009|343|4
128|879967767|508|4
23|874784266|323|2
301|882077222|227|3
301|882075672|191|3
112|892440172|903|1
82|878769848|183|3
222|878181976|724|3
218|877488316|430|3
308|887739521|1197|4
303|879467959|134|5
133|890588547|751|3
215|891435680|212|2
69|882126156|256|5
254|887347350|662|4
276|874792436|2|4
104|888442575|984|1
63|875747514|1067|3
267|878970785|410|4
13|881515011|56|5
240|885775745|879|3
286|875806800|237|2
294|889241426|271|5
90|891384424|1086|4
18|880129731|26|4
92|875656201|229|3
308|887739292|649|4
144|888105691|89|3
191|891560253|302|4
59|888206409|951|3
200|884129409|96|5
16|877726146|197|5
61|892302309|678|3
271|885848448|199|4
271|885849325|709|3
142|888640356|169|5
275|876197678|597|3
222|878182109|151|3
87|879876917|40|3
207|877879172|258|4
272|879454663|1393|2
177|880130397|333|4
207|879664906|1115|2
299|889503806|577|3
271|885849447|378|4
305|886324486|425|4
49|888068912|959|2
94|891722802|1224|3
130|874953895|1017|3
10|877888677|175|3
203|880433418|321|3
191|891560842|286|4
43|875975110|323|3
21|874951695|558|5
197|891409839|96|5
13|888073635|344|2
194|879527264|66|3
234|892334543|206|4
308|887740700|402|4
308|887737036|640|4
269|891447773|522|5
94|891721889|265|4
268|875310824|62|3
272|879455254|12|5
121|891390477|291|3
296|884196921|20|5
134|891732334|286|3
180|877544218|462|5
234|892079140|612|3
104|888465972|117|2
38|892434626|758|1
269|891456255|845|1
7|891353444|163|4
234|892078343|1451|3
275|876197645|405|2
52|882922661|250|3
102|888801465|823|3
13|890704999|186|4
178|882827532|731|4
236|890116671|71|3
256|882165296|781|5
263|891299752|176|5
244|880605697|186|3
279|875314001|1181|4
43|883956189|815|4
83|880309089|78|2
151|879528710|197|5
254|886474216|436|2
109|880579371|631|3
297|875239422|716|3
249|879641067|188|4
144|888106106|699|4
301|882075994|604|4
64|889737542|392|3
92|875653665|501|2
222|878181739|97|4
268|875310745|436|3
293|888905550|135|5
213|878955442|173|5
160|876861185|460|2
13|882139901|498|4
59|888205921|715|5
5|875636198|17|4
125|879454956|163|5
174|886432749|315|5
114|881260203|505|3
213|878870518|515|4
23|874786926|196|2
128|879968827|15|4
239|889179478|56|4
181|878962955|279|1
291|875086354|80|4
250|878089963|238|4
201|884114275|649|3
60|883327734|60|5
181|878961814|325|2
119|887038665|407|3
287|875334088|1|5
216|880245642|228|3
216|880233810|531|4
203|880434463|471|4
92|875660408|587|3
13|882774224|892|3
213|878956338|176|4
286|875806672|288|5
117|881009697|1047|2
99|885678886|111|1
11|891904214|558|3
65|879216672|47|2
295|879517412|194|4
269|891451610|217|2
85|881705026|259|2
250|878089921|596|5
137|881433689|144|5
201|884112077|960|2
257|882049932|137|4
111|891679939|328|4
91|891438875|480|4
215|891436202|211|4
181|878961586|938|1
189|893264301|1060|5
1|887431883|20|4
303|879468375|404|4
299|879737314|305|3
187|879465242|210|4
222|877563913|278|2
214|892668197|568|4
293|888906655|770|3
285|890595859|191|4
303|879544791|252|3
96|884402860|156|4
72|880037334|1110|3
115|881171009|1067|4
7|891352178|430|3
116|886977926|350|3
73|888625753|480|4
269|891457067|246|5
263|891299514|419|5
70|884150257|431|3
221|875244204|475|4
72|880036515|182|5
25|885852757|357|4
290|880473582|50|5
189|893266205|526|4
299|877618584|303|3
264|886121516|294|3
200|884129962|365|5
187|879465653|135|4
184|889909024|187|4
63|875746985|289|2
13|882397650|229|4
298|884183063|486|3
235|889655435|185|4
62|879376178|712|4
246|884923505|94|2
54|880934806|742|5
63|875747688|762|3
11|891904596|732|3
92|875653723|168|4
8|879362356|550|3
307|879283480|174|4
303|879468459|200|4
256|882164603|849|2
72|880036854|54|3
164|889402389|406|2
117|880125101|150|4
224|888103872|77|4
193|889127811|869|3
94|891720862|184|2
281|881200457|338|2
130|874953794|109|3
128|879966954|371|1
94|891723593|720|1
182|885613067|845|3
129|883245452|873|1
254|886474580|229|4
64|879365491|381|4
151|879524293|176|2
45|881014015|25|4
193|889123257|879|3
276|889174849|922|4
276|874787526|57|3
234|892079140|187|4
181|878962006|306|1
21|874951293|370|1
293|888905229|249|3
264|886123656|721|5
10|877886722|611|5
197|891409070|346|3
276|874792945|142|3
308|887736584|427|4
221|875246759|943|4
131|883681514|126|4
268|876518557|824|2
109|880572642|8|3
198|884208173|58|3
230|880484286|680|4
181|878962918|741|1
192|881368891|1061|4
234|892335501|448|3
90|891382309|900|4
193|889124890|941|4
128|879966839|603|5
126|887855283|905|2
244|880606634|265|4
90|891382310|289|3
